text,intra_sentence_similarity
I forgot the beginning,0.382714748
she was doing housework,0.3824898
when the and the ugly stepsisters were going to a party,0.305344522
and how did she have the glass slipper,0.275021166
I forgot,0.72505939
oh the fairy godmother comes into the picture,0.276586682
and she musta,0.404742837
then the e prince found the glass slipper,0.291685522
he puts it on her,0.304030925
and they take off in a carriage,0.315613717
okay the little girls cat got stuck in a tree,0.238119736
and so the father climbed the tree to get the cat out,0.273771405
and his ladder fell,0.356767774
and he got stuck in the tree,0.249052286
and the dog was barking at him and the cat,0.30570209
and the the fire department hadta come,0.479217589
and two two fire firemen brought a ladder to get the man outof the tree,0.249743327
take two pieces of bread,0.322583377
and you get your jar of peanut butter jar of jelly,0.275360346
you unscrew the lids,0.413012415
put the peanut butter on first,0.297010452
and then get the jelly,0.362861335
and put it on the other piece of bread,0.300749093
and put them together,0.485986173
and there ya,0.361275792
yes,0.999999881
most recently a guy Im working with with music,0.229021117
hes hes on medication,0.279393822
and he has anxiety problems,0.382423908
so I just tried to speak softly and clearly,0.344952047
be very detailed and distinct about what we needta accomplish together,0.391383201
and how to go about doing it,0.353603721
and just to make sure that he understands,0.403589249
and,1
and if theres something that he doesnt understand then I repeat it and go over it carefully until he understands it,0.310440272
just in general,0.434988022
about what,0.716629624
anything where you were in fear of your life,0.305227101
well Im trying to think,0.313679367
yeah one time when I was about I think four or five,0.277435511
it was raining,0.450597227
and we were in the desert,0.346284986
and there was a flash flood,0.323043734
and I went out to go swimming in this this creek of rushing water,0.250410944
and I almost drowned,0.330111206
and I was very scared,0.334069699
and I grabbed onto plants and whatever I could on the side of the bank,0.261416137
and held on,0.438149929
and people stopped on the road and were attempting to help me,0.317550123
and finally my mother came out and pulled me out,0.319570363
took me back home,0.39841038
I was pretty scared,0.43823421
well last year I was really sick with diabetes,0.257738143
and I got diagnosed with type two diabetes,0.259692669
and my blood sugar was like five hundred and ten,0.268564671
and I was ke losing my eyesight,0.232116431
youknow my eyes were real blurry,0.267992616
and thats youknow by the time I got to the doctor he told me that Id probably have some cognitive and memory problems,0.242427513
because my blood sugar was so high for so many for so long,0.297147989
youknow atleast several months if not a couple of years,0.237765506
and so,0.590056539
I kindof forgot what the question was,0.342743039
okay,0.99999994
okay yeah I was pretty I was really sick,0.382453293
I was I hadta go buy glasses because I couldnt even see the tv,0.266173065
it was all blurry like five feet in front of me,0.190752566
and so anyways I went and got on medication and changed my diet,0.25254482
and things are much better now,0.436406404
so but I was really sick,0.459428251
xxx theres two people in the water,0.254489183
and it it looks to me that I guess theres a man trying to save a little girl thats drownding,0.295326769
and he has a belt theres a belt,0.273090601
and I think hes got a looped around a branch or something,0.239382818
but I he has a lifejacket on,0.283281744
and hes trying to save a girl from drowning in a river,0.224000514
yeah thats about it,0.376358271
okay its a a boy,0.320194781
and he has a soccer ball,0.294154763
and he kicks it,0.334304392
and it goes through a window breaks the window knocks over a lamp,0.298621327
theres a man sitting,0.351874799
and he gets really scared,0.365279019
and picks up the ball and looks out the broken window,0.306629032
www,1.000000119
okay theres a mother and a a little boy,0.312813789
and the little boy is getting ready to leave and go out,0.279117584
and the mother insists that he takes an umbrella,0.310285181
and he says,0.357835323
I dont need it,0.465475857
its fine outside,0.440727055
and they argue a little bit,0.373764604
she gives in,0.332434922
and he so he leaves,0.398117751
and hes walking down the road,0.295074552
and he sees that it starts to rain,0.297287315
so and it starts raining really hard so he rushes back to the house,0.324671566
hes covering his head,0.306339502
hes getting all wet,0.295222819
and he goes back into the house,0.34087652
and sees his mother,0.426430464
and hes soaking wet,0.287484318
and she looks at him as if ta,0.203332424
I told you so,0.502021849
and so then he gets the umbrella and uses it,0.297756582
and goes back out and uses the umbrella and starts walking down the road again,0.330113798
okay Cinderellas father married a woman which was became her stepmother,0.294365942
and the stepmother had two daughters,0.428689361
and so they all moved in together,0.386112422
and then the father died,0.422300756
and so Cinderella was left in the care of the wicked stepmother,0.269333422
and she was very mean to her,0.325826526
and made her work very hard and do all the chores,0.318512082
and they the stepsisters were very mean also,0.389039308
and I think called her names and made her do all their chores aswell,0.258765578
and so she she made friends with all the animals,0.339170307
